Name,Link (Hyperlinked Over Name),Subcategories ,Unique Factor,Data Types (Clean),Price,Documentation Link,Data Provided,Publications,Summary?
NDEx - The Network Data Exchange,https://www.ndexbio.org/#/,Biological Modeling,This platform works with user models that can be stored and shared; 10 GB of free cloud space,Sequence,Free,https://home.ndexbio.org/quick-start/,Collaborative/User Data Sources,,"NDEx is an online commons where scientists can upload, share, and publicly distribute biological networks and pathway models. The NDEx Project maintains a web-accessible public server, a documentation website, provides seamless connectivity to Cytoscape as well as programmatic access using a variety of languages including Python and Java. NDEx Â users can easily create accounts or sign in using their Google credentials thanks to Â the supported open authentication (OAUTH2) method Â and mint DOIs for their networks to use in publications or include in other resources for long term access."
